createdby,itemtotalprice,productname,description,modifiedon,createdon,itemprice,tax,itemquantity,ownerid,modifiedby,catalognumber,itemorder,productid,crmorderid,crmorderitemid,createdbyname,owneridname,modifiedbyname,productidname,crmorderidname,taxname
89F9D1ED-F191-4447-AA29-879331BA9B19,20880,החיים שלנו תותים,"מארז קרטון בגודל 23X17 מעוצב וממותג במילוי שוופס תות, צנצנת גומי תות , מרשמלו תות, מנטוס תות, במבה מתוקה וסוכריה על מקל בטעם תות.",2026-01-13 10:59:03.000,2026-01-13 10:56:16.613,58,1,360,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,5,7EB94CE9-AD64-4421-B7CE-34E76641EC09,A64C7A20-8A67-4488-91CF-C8080B753E70,4271BA0B-30C1-4C33-87C8-001951C3CA96,מירית יוסף,מירית יוסף,מירית יוסף,החיים שלנו תותים,7708,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,837.2882,חולצות ליום העצמאות,חולצות ממותגות עם הדפס בחזית החולצה,2026-04-09 13:25:56.000,2025-11-11 10:56:58.000,22.0339,2,38,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,10,,EDDEC25F-40E3-4070-B2C0-EBDA225C8110,FEAAB0C5-7B5B-4EFB-93B2-00405AD27F58,מירית יוסף,מירית יוסף,מירית יוסף,,7660,כולל
89F9D1ED-F191-4447-AA29-879331BA9B19,1850,שוקולד דובאי לבן,שוקולד לבן דובאי 100 גרם ללא מיתוג,2025-11-04 12:22:37.000,2025-11-04 12:22:37.000,18.5,1,100,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,FED6008C-738E-4A1C-9661-311DC4F03995,3C5DFC3D-17F7-4479-A15A-005E53AF92FE,מירית יוסף,מירית יוסף,מירית יוסף,,7652,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,140,משלוח,,2025-09-08 15:28:32.000,2025-09-08 15:28:32.000,140,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,7421F26B-E895-4CAE-96F2-F927036C9DA4,E6FD0A45-77A0-445B-887D-020BBEF57A85,מירית יוסף,מירית יוסף,מירית יוסף,,7620,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,5220,מארז קפה AIG,פחית קפה קר + כמה עוגיות שוקו ציפס + שקית קבוקים + עבאדי במארז קרטון ממותג,2025-10-22 12:05:19.000,2025-10-05 15:09:54.000,58,1,90,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,5,,4352D429-F6D2-4A71-883D-5CB2942E5680,ED743B71-D011-4A56-9141-0230335BC412,מירית יוסף,מירית יוסף,מירית יוסף,,7633,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,70,משלוח,,2025-12-24 14:10:01.000,2025-12-24 14:10:01.000,70,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1130,2,E39354FD-5E92-449C-B768-73685BFDC451,3C5A3CAE-D705-431F-BF34-0115AC4BAB03,A057430F-66F4-4125-80B2-0276324F3C00,מירית יוסף,מירית יוסף,מירית יוסף,משלוח,7697,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,520,תיק צד,,2025-11-27 10:44:47.000,2025-11-13 12:40:39.000,20,1,26,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,100AE8E1-95BF-4C42-BF8D-C6626A0C3893,DB078F16-F5A3-4E43-9FCD-036CE7D2E0D7,מירית יוסף,מירית יוסף,מירית יוסף,,7663,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1500,מבחנה ממותגת כולל מילוי,"מבחנה באורך של כ-13 ס""מ מעוצבת וממותגת במילוי של חליטת תה",2025-12-24 12:54:42.887,2025-12-24 12:54:42.887,10,1,150,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,56170676-D7A6-48D3-BFA7-389FBB46BD93,5BD39930-7A9C-462B-922D-E73775AAE4BF,686E91BD-F72E-4190-9F12-055FC265CC68,מירית יוסף,מירית יוסף,מירית יוסף,מבחנה ממותגת כולל מילוי,7696,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,2000,תיק קנבס,תיק קנבס ממותג בהדפסה צבעונית,2025-08-19 12:16:57.000,2025-08-19 12:16:57.000,20,1,100,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,382C5C50-002A-437F-B606-4FCB84786DCF,529412C9-91A7-46E9-9C6E-058829AAA63B,מירית יוסף,מירית יוסף,מירית יוסף,,7603,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,800,כיסוי עינים + אטמים,כיסוי עינים מותג + אטמים,2026-03-29 12:40:10.000,2026-03-29 12:40:10.000,20,1,40,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,4,,EBD41123-D422-4FCE-8E8E-0E611659DE9A,95F0F7C2-4B4E-42A8-8A80-09A0A33527A3,מירית יוסף,מירית יוסף,מירית יוסף,,7758,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,39000,החיים הם סרט XXL,"מארז גדול במיוחד בקופסת קרטון בגודל 25*35 מעוצבת וממותגת  <br>  מארז החיים הם סרט :  כרטיסיית סרטי קומדיה,  2 פחית קולה , פחית קטנה עם  סוכריות גומי, <br>  4 קופסאות לפופקורן מקרטון מתקפלות  , 2 שקיות פופקורן למיקרוגל , פרינגלס גדול ,  דוריטוס נאצ'וס, בייגלה, ובמבה, קינדר באונו , 3 פרלינים",2026-01-07 11:05:54.000,2026-01-07 10:45:07.000,130,1,300,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1270,1,1BB866B8-A62C-43E0-840E-821C61D81784,B6FBFE9E-69F9-4F1A-9D97-889E26ED2047,340D276E-3B69-4B36-9AE6-0ABD493B437B,מירית יוסף,מירית יוסף,מירית יוסף,החיים הם סרט XXL,7705,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,350,משלוח,,2025-08-19 13:29:37.000,2025-08-19 13:29:37.000,350,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,2541BFA0-4F95-4DE6-B43F-95443421A739,0EF25B6E-4777-4702-B8AA-0CC16CEAD159,מירית יוסף,מירית יוסף,מירית יוסף,,7604,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1680,כובע נשים,עבור אירוע פלקס,2025-09-15 10:45:56.000,2025-09-15 10:45:47.000,24,1,70,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,3,,A4641CC9-B7DC-44C2-91D4-B5365C102432,603A1693-D96B-4B9D-B8D0-0CE76D500F8B,מירית יוסף,מירית יוסף,מירית יוסף,,7619,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,3090,פינוקים בתיק ים,תיק חוף ממותג + מגבת מנדלה אדום ממותגת + שש בש עם חבק,2025-08-14 16:21:41.000,2025-08-14 16:21:41.000,103,1,30,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,322C9442-9F35-4DF7-A035-467FB08256EB,220B622F-2661-4898-AA6A-0D8918A7CC46,מירית יוסף,מירית יוסף,מירית יוסף,,7597,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1400,פד לעכבר עם כרית,פד לעכבר ממותג בהדפסה עם כרית תמיכה ליד,2026-02-12 16:32:09.000,2026-02-12 16:32:09.000,28,1,50,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,4A7C6DAE-EB6B-4FE5-93C1-3AF4B50E4E76,9CEB11BF-E2BF-4C09-B43B-0DCC6CDA5E42,מירית יוסף,מירית יוסף,מירית יוסף,,7740,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,6670,מארז בירות ופיצוחים,"מארז מזוודה עם 2 בירה מכבי , וצלופן פיצוחים ( קבוקים , בוטנים אריקאים, פסיטוק , קשיו)",2026-04-09 14:29:59.000,2026-04-09 13:17:14.000,58,1,115,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,C9319B60-75C6-4A3C-BE5E-9BF1CE332D47,FB3C83A3-F06A-4614-82F3-0E6F5E620B82,מירית יוסף,מירית יוסף,מירית יוסף,,7760,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,34000,מארז חגיגי לפורים,"קופסא מועצבת וממותגת במילוי : תפוציפס (50 גר) דוריטוס ( 70 גר ) ,פופקורן בטעמים ,  עוגיות לוטוס סנדביץ , חבילת ופל לואקר , חבילת עוגיות מילקה , פחית בוטננים בטעמים , חבילת קרקר קריט ( 100 גר ) , מנטוס , חבילת שטיחונים , חבילת אוזני המן (300 גר ) , חבילת מסטיקים",2026-01-29 14:37:37.000,2026-01-29 14:37:37.000,200,1,170,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,5DE9EC90-FB39-4299-8091-0A333042B93B,4AF5E466-3DAA-4731-A726-10F93DAE96DA,מירית יוסף,מירית יוסף,מירית יוסף,,7723,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,12700,מארז קרטון יין ממותג,מארז קרטון ממותג במילוי יין אדום יבש + יין לבן של טפרברג,2026-03-09 14:13:02.000,2026-03-09 14:13:02.000,127,1,100,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,3E4A43A4-72BF-4BA0-ABA8-7DC97716988A,B12F01C1-1732-4E65-9B10-11C13376031E,מירית יוסף,מירית יוסף,מירית יוסף,,7751,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,4000,כוס תרמית,כוס תרמית ממותגת בהדפסה ישירה,2025-10-19 15:03:15.000,2025-10-19 15:03:05.000,40,1,100,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,3,,A30CD9E5-4A21-41CC-8DA6-303221718C99,D945A825-DBC9-4108-B610-13A501260359,מירית יוסף,מירית יוסף,מירית יוסף,,7637,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,8800,גרביים אול אובר,גרביים ממותגות בהדפסה אול אובר,2025-12-16 11:28:32.000,2025-12-16 10:47:20.000,44,1,200,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,0A7C8F6F-4B91-42C7-A88A-25015C43C0B8,AD638182-1194-4E2E-91C2-148B411CF29C,מירית יוסף,מירית יוסף,מירית יוסף,,7686,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,960,כרית לטיסה,כרית. מתנפחת ממותגת לצוואר,2025-10-19 10:31:22.000,2025-10-19 10:31:22.000,10,1,96,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,DA2C79A3-9A28-4745-9472-CF3B13A74B30,80BFB551-CA92-4BC2-A407-14A972CCAFC9,מירית יוסף,מירית יוסף,מירית יוסף,,7635,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,252,בנדנות נוספות AIG,,2025-10-22 12:05:15.000,2025-10-22 12:03:51.000,14,1,18,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,6,,4352D429-F6D2-4A71-883D-5CB2942E5680,B6B62A3E-7B7F-4A8F-B406-1654FE2CE75C,מירית יוסף,מירית יוסף,מירית יוסף,,7633,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1800,מטריה ממותגת,מטריה גדולה ואיכותית עם הדפסה ישירה,2025-09-16 10:11:52.000,2025-09-16 10:09:00.000,36,1,50,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1230,2,4DDEC7E5-0214-4819-AB01-341FB57DFAA5,B6C33907-BAA0-4CD7-9AA7-A16D5862D3F6,86D2F2AE-DAC1-4CBD-8C25-167048EFF6A1,מירית יוסף,מירית יוסף,מירית יוסף,מטריה ממותגת,7623,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,745.7626,מארז יומולדת לצוות,מארז הכולל כוס טרמית ממותגת + פחית בוטנים גדולה ממותגת + נר אישי,2025-11-11 11:04:43.000,2025-11-11 10:49:43.000,67.7966,2,11,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,EDDEC25F-40E3-4070-B2C0-EBDA225C8110,668F6A6B-B440-42B6-92C1-1676BEFEFFA6,מירית יוסף,מירית יוסף,מירית יוסף,,7660,כולל
89F9D1ED-F191-4447-AA29-879331BA9B19,250,רולאפ,,2025-08-19 15:38:22.000,2025-08-19 15:38:22.000,250,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,3,,E09A59BF-3B4D-48D4-89BC-593BBE6AACE6,E64804D7-5EA5-44ED-84A6-16D65D073E86,מירית יוסף,מירית יוסף,מירית יוסף,,7605,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,327,מארזי ספייר,"מארז עם בלו נאן , שוקולד + 2 כוסות",2026-02-04 14:30:11.000,2026-01-27 12:20:09.000,109,1,3,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,3,,3C792B53-A289-4BBC-BF9A-2E1DA0975FDD,0D5F6144-3DE3-4C61-986F-171E9CC8A303,מירית יוסף,מירית יוסף,מירית יוסף,,7716,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,420,משלוח,,2026-01-29 14:03:38.000,2026-01-29 14:03:38.000,420,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,CB99847A-8EDC-479E-8D66-3A7CE179F72B,CBD4DCE4-BF3E-45B4-847E-174921358A5A,מירית יוסף,מירית יוסף,מירית יוסף,,7722,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,70,משלוח,,2026-02-12 16:32:18.000,2026-02-12 16:32:18.000,70,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,4A7C6DAE-EB6B-4FE5-93C1-3AF4B50E4E76,2B827F1F-560B-48DF-801A-178C4183C8CE,מירית יוסף,מירית יוסף,מירית יוסף,,7740,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,300,משלוח,,2026-02-09 14:38:55.000,2026-02-09 14:38:55.000,300,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,4,,FCC0ED5C-097F-497F-AB33-085D0D91D8E5,7EB8A4C8-189B-4EED-924B-17C2E2E1AF11,מירית יוסף,מירית יוסף,מירית יוסף,,7729,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1300,מנורות מעוצבות,,2025-09-17 13:01:44.000,2025-09-17 13:01:44.000,130,1,10,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,3,,B03EA67E-EC3E-42BF-85A8-871237ABA5D0,1E630B11-B60E-463E-8188-192E27A9B5B0,מירית יוסף,מירית יוסף,מירית יוסף,,7625,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,210,משלוח,,2026-01-20 11:20:34.000,2026-01-20 11:20:34.000,210,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,9127A3A7-3BC0-4639-A56C-AD9668E013BF,32356D28-D5E5-425E-93B5-19697952CB91,מירית יוסף,מירית יוסף,מירית יוסף,,7714,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,420,משלוח,,2026-02-09 15:26:07.000,2026-02-09 15:26:07.000,420,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,416AC72F-C0A3-452D-8867-143EFC85F400,448F2E0D-0ED3-4341-9107-1A0949476606,מירית יוסף,מירית יוסף,מירית יוסף,,7730,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,210,משלוח,,2025-12-16 14:29:41.000,2025-12-16 14:29:41.000,210,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,94F56C8F-B429-466F-82E5-7B3395F6BFD9,F30EB773-1865-4FC7-83A0-1B09926FB13C,מירית יוסף,מירית יוסף,מירית יוסף,,7687,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,420,משלוח ים המלח,כרבוליות,2025-10-21 09:31:51.000,2025-10-21 09:31:51.000,420,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,23619497-8987-43B4-A5DB-868B3934D9D1,94584EDE-8427-49D9-8F15-1C6D21CE6791,מירית יוסף,מירית יוסף,מירית יוסף,,7638,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,7740,מארז לעובדים שפורשים,מארז הכולל בלו נאן + 2 כוסות + שוקולד + מסגרת,2026-01-27 12:19:15.000,2026-01-25 17:53:11.000,129,1,60,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,3C792B53-A289-4BBC-BF9A-2E1DA0975FDD,0368B945-B72E-4C40-B0F6-1CC2A37C5957,מירית יוסף,מירית יוסף,מירית יוסף,,7716,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,2800,גרביים פלאפיות,גרביים פלאפיות ללא מיתוג,2025-11-06 16:32:50.000,2025-11-06 16:32:50.000,14,1,200,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,BBFDD02B-80B1-40D7-9525-384803D7C05B,35DF96A1-E621-4ABA-9A74-1DEFADC9B2BE,מירית יוסף,מירית יוסף,מירית יוסף,,7656,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,140,משלוח,,2026-02-03 11:35:52.000,2026-02-03 11:35:52.000,140,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,583716F5-32EF-4ADA-9548-B3C7F650CABB,552AE629-9DDD-40F1-977F-1DF00B0D5FF5,מירית יוסף,מירית יוסף,מירית יוסף,,7724,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,140,משלוח,,2025-12-04 16:07:17.000,2025-12-04 16:07:17.000,140,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1130,2,E39354FD-5E92-449C-B768-73685BFDC451,321BD792-04F6-42BE-ADD3-001BDDC0BBE6,BAD75227-56A2-43AB-A078-1DF07ECAB9EE,מירית יוסף,מירית יוסף,מירית יוסף,משלוח,7680,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,520,כיסוי דרכון ממותג,כיסוי דרכון ממותג,2025-11-13 12:43:35.000,2025-11-13 12:43:35.000,20,1,26,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,3,,100AE8E1-95BF-4C42-BF8D-C6626A0C3893,6C69088F-F063-40B9-BAAD-1E7204E211C3,מירית יוסף,מירית יוסף,מירית יוסף,,7663,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,420,משלוח,,2025-10-26 12:51:53.000,2025-10-26 12:51:53.000,420,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,42B5DEE4-4601-4BCC-A968-7F6D53D73CCB,3C4C0B46-E440-4DA9-B8FC-1FA02ECDAC99,מירית יוסף,מירית יוסף,מירית יוסף,,7644,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,70,משלוח,,2026-02-11 13:12:26.000,2026-02-11 13:12:26.000,70,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,3C816345-5701-48E8-A1B8-D15DF40D28A8,74E80654-7600-43F5-97F7-2036543198F1,מירית יוסף,מירית יוסף,מירית יוסף,,7737,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,2240,מארז HAPPY HOUR,"קופסת קוביה 11*11*11 מעוצבת וממותגת במילוי של מיני פינלנדיה / אבסולוט 50 מ""ל (בהתאם למלאי), 2 כוסיות צ׳ייסר, שקית צלופן עם מאנצ׳יס ושקית צלופן עם נשיקות",2025-12-30 08:42:22.000,2025-12-30 08:42:22.000,64,1,35,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1162,1,A01B80F2-7CC4-40EF-9381-F76EFA7800B3,E2FE9654-3707-484B-A5DC-A6DBC2FBFF70,B1B0EED0-0F17-4BF3-9109-2098348138EE,מירית יוסף,מירית יוסף,מירית יוסף,מארז HAPPY HOUR,7702,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,700,טיקטק ממותג,חפיסת סוכריות טיקטק ממותגות.,2025-08-19 12:18:20.000,2025-08-19 12:18:20.000,7,1,100,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1323,4,B98FB6F8-2BCF-4F9E-A322-A55764569233,382C5C50-002A-437F-B606-4FCB84786DCF,CDB29548-C29D-43E3-8D2C-20C614964B64,מירית יוסף,מירית יוסף,מירית יוסף,טיקטק ממותג,7603,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,600,עט ממותג,,2025-12-16 10:52:09.000,2025-12-16 10:52:09.000,3,1,200,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,5,,0A7C8F6F-4B91-42C7-A88A-25015C43C0B8,CA91925F-84A2-4075-8AFF-215D6B282F41,מירית יוסף,מירית יוסף,מירית יוסף,,7686,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,650,משלוח,,2026-03-09 14:21:41.000,2026-03-09 14:21:41.000,650,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,3,,3E4A43A4-72BF-4BA0-ABA8-7DC97716988A,30F2E7CA-FC5B-46A6-9AF0-217EE6F0ABC1,מירית יוסף,מירית יוסף,מירית יוסף,,7751,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,420,משלוח תיק או סל,,2026-01-19 16:19:26.000,2026-01-19 16:19:26.000,420,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,4,,EC9B411B-E8DE-41D1-80DD-0FC4CE866055,917C536E-471E-4733-BE17-222C6283AFBA,מירית יוסף,מירית יוסף,מירית יוסף,,7711,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1500,עוגת דבש,עוגת דבש עם חבק ממותג,2025-08-18 11:14:33.000,2025-08-18 11:14:33.000,25,1,60,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,FEA6645C-EEF8-477E-88DA-35E8BA941356,0E2442F9-C4F7-492F-B6C2-225CE41BDC05,מירית יוסף,מירית יוסף,מירית יוסף,,7599,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,210,משלוח,,2025-09-10 11:42:33.000,2025-09-10 11:42:33.000,210,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1130,2,E39354FD-5E92-449C-B768-73685BFDC451,90B84750-A75C-4300-9B9C-39CCE4EF15C2,E90286EC-BDE6-458C-9442-22A6DF0A2B6D,מירית יוסף,מירית יוסף,מירית יוסף,משלוח,7621,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,525,קלפים,קופסת מתכת ממותגת  גודל 6*10 במילוי חפסית קלפים ( לא ממותגים ),2026-01-19 16:50:06.000,2026-01-19 16:46:35.000,25,1,21,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1404,2,2E2AA5EC-D581-40C1-AC0F-D6F58BD25D89,645B0DA7-E690-4D8D-A0B8-38A64BA973FE,8086D033-B3D4-4D4D-9A5E-22DDACC803E0,מירית יוסף,מירית יוסף,מירית יוסף,קלפים,7713,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,420,משלוח,,2026-02-10 12:11:32.000,2026-02-10 12:11:32.000,420,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,649E9D4E-4FF4-45C3-AF59-636CD529F948,8A4D6146-3138-4F11-8C6D-23F952AD4082,מירית יוסף,מירית יוסף,מירית יוסף,,7734,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,70,משלוח,,2025-09-21 11:54:48.937,2025-09-21 11:54:48.937,70,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,E39354FD-5E92-449C-B768-73685BFDC451,7B75FF6C-BA42-4B3D-A502-BB70E82AC6F0,07DF02C7-4331-4627-BD5D-2545189635BD,מירית יוסף,מירית יוסף,מירית יוסף,משלוח,7627,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,70,משלוח,,2025-11-10 16:07:05.000,2025-11-10 16:07:05.000,70,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,155D01FD-726A-454F-ABC9-38D8FCB41CBC,7831839D-EFCD-4550-BE40-2622C0D09ED2,מירית יוסף,מירית יוסף,מירית יוסף,,7658,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,560,פלייסמנט,,2025-09-03 12:04:22.000,2025-09-03 12:04:22.000,4,1,140,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,6492E5BF-E052-46A4-89C8-743FA9C59AFE,2E1313A4-53C1-4F06-A4B1-275003C5A690,מירית יוסף,מירית יוסף,מירית יוסף,,7616,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,60,חבק בקבוקים קטנים,,2026-03-08 16:04:08.000,2026-03-08 16:04:08.000,3,1,20,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,6,,779DF11C-C2EF-4557-8449-D785F21DF664,1F9A2103-20F4-409E-BEFF-28321989528A,מירית יוסף,מירית יוסף,מירית יוסף,,7749,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1140,משלוחים לבתים,,2025-08-18 16:22:47.000,2025-08-18 16:22:47.000,60,1,19,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,4,,77276AFE-1F66-4E8E-A0D9-84BF88A5FA9C,5EE281DB-54A2-4F03-A6D1-29F902A0C02A,מירית יוסף,מירית יוסף,מירית יוסף,,7601,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,840,משלוח,,2025-10-26 13:54:33.000,2025-10-26 13:54:33.000,840,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,17F158F1-88CB-4671-8F22-6946CC1543E8,8733B02F-C8BF-4C70-94ED-2D822CEC88C9,מירית יוסף,מירית יוסף,מירית יוסף,,7645,לפני
